customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,SupportTickets,Churn
CUST-13151,Female,1,Yes,No,33,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,No,Mailed check,93.11,3055.59,2,Yes
CUST-13152,Female,0,Yes,No,19,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),94.96,1821.35,1,Yes
CUST-13153,Male,0,No,Yes,72,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,98.22,7030.76,2,No
CUST-13154,Male,0,No,No,9,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,64.1,562.02,3,Yes
CUST-13155,Male,0,No,No,36,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,Yes,Mailed check,96.24,3423.85,2,Yes
CUST-13156,Female,0,Yes,Yes,16,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,No,Electronic check,96.34,1534.72,1,Yes
CUST-13157,Male,0,Yes,No,27,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Electronic check,81.97,2212.2,4,No
CUST-13158,Female,0,Yes,Yes,30,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),105.89,3152.08,0,No
CUST-13159,Male,0,Yes,Yes,72,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),80.28,5790.4,3,No
CUST-13160,Female,0,No,No,30,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),87.02,2625.22,0,No
CUST-13161,Male,0,Yes,No,20,No,No phone service,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),86.35,1709.96,0,No
CUST-13162,Female,0,No,Yes,15,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,84.77,1263.52,2,Yes
CUST-13163,Male,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,29.81,2142.78,2,No
CUST-13164,Male,1,Yes,No,38,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),84.11,3208.86,1,Yes
CUST-13165,Male,0,No,No,42,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,50.72,2093.42,0,No
CUST-13166,Female,0,Yes,No,4,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),89.71,345.49,0,Yes
CUST-13167,Male,0,Yes,No,16,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Credit card (automatic),82.55,1312.15,2,Yes
CUST-13168,Female,0,No,No,36,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),64.8,2343.83,1,Yes
CUST-13169,Female,0,No,No,6,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,102.29,597.94,1,No
CUST-13170,Male,0,Yes,Yes,26,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,No,Electronic check,87.05,2279.45,2,No
CUST-13171,Male,0,Yes,No,60,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),97.82,5880.91,0,Yes
CUST-13172,Male,0,Yes,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,21.15,228.28,1,No
CUST-13173,Female,0,Yes,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),27.43,387.08,5,No
CUST-13174,Male,0,No,No,51,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,67.7,3471.32,3,No
CUST-13175,Female,1,No,Yes,16,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.39,1583.6,1,Yes
CUST-13176,Female,0,Yes,No,12,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,97.26,1175.99,2,No
CUST-13177,Male,0,No,Yes,64,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),83.2,5334.33,2,No
CUST-13178,Male,0,Yes,No,24,Yes,No,DSL,Yes,No,Yes,No,No,No,Two year,No,Electronic check,57.33,1416.35,2,No
CUST-13179,Male,0,Yes,Yes,11,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),74.91,793.84,0,No
CUST-13180,Male,0,No,Yes,53,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,67.37,3593.07,1,No
CUST-13181,Male,0,No,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),36.03,326.36,2,Yes
CUST-13182,Male,1,No,No,25,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),50.78,1271.67,1,No
CUST-13183,Female,0,No,No,29,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,64.32,1857.62,1,No
CUST-13184,Female,0,No,Yes,15,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,71.43,1090.68,0,No
CUST-13185,Female,0,Yes,No,41,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,81.99,3390.29,2,Yes
CUST-13186,Male,0,No,No,12,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),67.8,804.36,1,No
CUST-13187,Female,0,No,No,43,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),86.82,3726.13,0,No
CUST-13188,Female,0,Yes,No,22,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),101.59,2180.93,2,No
CUST-13189,Female,0,No,No,10,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),82.38,842.32,3,Yes
CUST-13190,Female,0,No,No,26,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.83,2594.45,0,Yes
CUST-13191,Female,0,Yes,No,32,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,87.18,2794.75,1,Yes
CUST-13192,Male,0,No,No,3,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,83.42,237.97,0,Yes
CUST-13193,Male,0,Yes,No,60,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,No,Electronic check,60.33,3611.99,2,No
CUST-13194,Female,0,No,No,23,Yes,No,DSL,No,No,No,No,No,Yes,Two year,Yes,Electronic check,72.73,1640.71,1,No
CUST-13195,Female,0,Yes,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),37.98,645.23,1,Yes
CUST-13196,Female,0,No,Yes,30,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.59,2084.77,0,Yes
CUST-13197,Male,0,Yes,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,21.53,545.07,0,Yes
CUST-13198,Male,0,Yes,No,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,35.09,600.18,4,No
CUST-13199,Female,0,Yes,No,31,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,99.3,3086.6,1,Yes
CUST-13200,Male,0,No,No,43,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,Yes,Electronic check,88.79,3837.1,2,No
CUST-13201,Male,0,No,No,18,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Mailed check,76.92,1396.1,2,Yes
CUST-13202,Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),82.66,98.49,1,No
CUST-13203,Male,0,No,No,39,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),74.48,2916.2,2,No
CUST-13204,Male,0,Yes,No,23,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Mailed check,84.73,1955.74,2,Yes
CUST-13205,Female,0,Yes,No,11,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),71.99,824.26,2,Yes
CUST-13206,Male,1,No,No,32,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Electronic check,82.54,2661.75,2,No
CUST-13207,Male,0,Yes,No,10,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,81.38,827.12,0,Yes
CUST-13208,Female,0,No,No,38,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,No,Electronic check,66.38,2523.51,1,No
CUST-13209,Male,1,No,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),30.93,254.36,0,No
CUST-13210,Male,0,Yes,No,16,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),73.28,1191.53,5,No
CUST-13211,Female,0,Yes,Yes,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),29.97,140.95,3,Yes
CUST-13212,Female,0,No,No,15,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),110.03,1669.32,1,Yes
CUST-13213,Female,0,Yes,No,17,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,Yes,Electronic check,96.79,1641.35,2,No
CUST-13214,Male,1,Yes,Yes,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,30.28,700.92,1,No
CUST-13215,Female,0,Yes,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),30.29,577.71,0,No
CUST-13216,Male,0,No,Yes,9,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,62.72,,1,No
CUST-13217,Female,0,No,No,22,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),92.94,2054.3,0,No
CUST-13218,Male,0,Yes,No,15,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,59.9,895.68,2,Yes
CUST-13219,Female,0,Yes,No,26,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,95.52,2481.69,3,No
CUST-13220,Female,0,Yes,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),30.59,403.88,1,No
CUST-13221,Female,0,No,No,15,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,70.86,1048.89,4,No
CUST-13222,Female,0,Yes,No,31,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,70.36,2166.04,1,No
CUST-13223,Male,0,Yes,Yes,20,No,No phone service,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Mailed check,72.96,1453.27,2,No
CUST-13224,Female,0,No,Yes,6,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,89.39,563.09,2,Yes
CUST-13225,Female,0,No,No,63,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),82.98,5213.63,1,No
CUST-13226,Male,0,No,No,40,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),101.31,4080.57,2,No
CUST-13227,Female,0,No,Yes,39,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),93.26,3694.34,0,Yes
CUST-13228,Male,1,Yes,No,5,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,81.11,442.59,3,Yes
CUST-13229,Female,0,Yes,No,3,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.55,284.67,1,Yes
CUST-13230,Female,0,Yes,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,21.53,967.68,0,No
CUST-13231,Female,0,Yes,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,27.14,251.57,1,No
CUST-13232,Male,1,No,No,27,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.36,2679.01,1,Yes
CUST-13233,Female,0,No,No,15,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),59.81,892.57,2,No
CUST-13234,Female,0,No,No,3,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Electronic check,97.22,282.63,0,Yes
CUST-13235,Female,0,Yes,No,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,29.42,378.29,2,No
CUST-13236,Male,1,No,No,30,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,112.23,3379.19,0,No
CUST-13237,Male,0,No,Yes,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,22.4,462.6,0,Yes
CUST-13238,Female,0,Yes,Yes,71,No,No phone service,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,70.8,5019.42,0,No
CUST-13239,Male,1,No,Yes,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,27.68,1057.59,0,No
CUST-13240,Female,0,Yes,No,32,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,Yes,Credit card (automatic),66.06,2099.59,1,No
CUST-13241,Female,0,Yes,No,27,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Electronic check,91.64,2447.05,2,No
CUST-13242,Female,0,No,No,10,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,73.89,760.94,1,Yes
CUST-13243,Female,1,No,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),32.22,323.02,1,No
CUST-13244,Female,0,Yes,No,23,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Credit card (automatic),66.12,1511.41,2,No
CUST-13245,Female,1,Yes,No,13,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,63.72,802.77,1,Yes
CUST-13246,Female,0,No,No,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),34.28,2151.88,3,No
CUST-13247,Male,0,No,Yes,37,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),91.6,3377.26,0,No
CUST-13248,Male,1,No,No,50,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,65.05,3280.32,1,No
CUST-13249,Male,0,Yes,No,1,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Credit card (automatic),93.52,119.06,3,Yes
CUST-13250,Male,0,Yes,No,31,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,82.08,2514.76,1,Yes
CUST-13251,Male,0,Yes,No,6,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,92.51,,1,Yes
CUST-13252,Male,0,Yes,Yes,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,28.27,1552.11,2,No
CUST-13253,Male,0,Yes,No,35,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Electronic check,94.85,3321.62,1,Yes
CUST-13254,Female,0,Yes,No,38,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),94.64,3596.4,0,No
CUST-13255,Female,0,No,Yes,40,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,69.94,2764.66,1,No
CUST-13256,Female,0,Yes,No,14,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),88.44,1282.83,1,Yes
CUST-13257,Female,0,No,No,72,No,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),54.87,3937.93,1,No
CUST-13258,Male,1,Yes,No,36,Yes,No,DSL,No,No,Yes,No,No,No,Two year,Yes,Electronic check,56.86,2021.26,0,No
CUST-13259,Male,0,Yes,No,27,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,76.65,2065.95,2,No
CUST-13260,Female,0,Yes,No,16,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),68.12,1118.7,0,No
CUST-13261,Female,0,No,Yes,22,Yes,Yes,DSL,No,Yes,No,No,Yes,No,One year,No,Electronic check,75.2,1632.42,2,Yes
CUST-13262,Male,0,Yes,No,54,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,78.42,4259.33,1,No
CUST-13263,Female,0,No,No,19,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,79.19,1507.45,0,No
CUST-13264,Female,0,No,No,14,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Credit card (automatic),62.3,844.09,1,No
CUST-13265,Female,1,No,Yes,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,30.03,1004.88,0,No
CUST-13266,Female,1,Yes,No,23,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),98.05,2249.07,2,Yes
CUST-13267,Male,0,No,No,14,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),98.47,1358.84,2,Yes
CUST-13268,Female,1,No,No,47,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),67.94,3157.66,4,Yes
CUST-13269,Female,0,Yes,Yes,10,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,79.01,779.53,3,Yes
CUST-13270,Male,0,No,Yes,19,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),93.72,1812.58,0,No
CUST-13271,Male,1,No,Yes,11,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Mailed check,99.68,1100.88,1,Yes
CUST-13272,Female,0,No,No,72,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Mailed check,93.54,6748.5,1,No
CUST-13273,Male,0,No,Yes,36,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,104.41,3754.37,1,No
CUST-13274,Female,0,No,No,30,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),27.99,845.21,0,No
CUST-13275,Female,0,No,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,34.97,402.03,1,No
CUST-13276,Male,0,Yes,No,72,Yes,No,DSL,No,No,Yes,No,No,No,One year,No,Bank transfer (automatic),59.83,4332.05,0,No
CUST-13277,Female,0,No,No,6,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,Yes,Credit card (automatic),106.88,661.7,0,Yes
CUST-13278,Female,1,No,No,19,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,74.52,1390.44,2,Yes
CUST-13279,Female,0,No,No,21,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),77.02,1630.78,0,No
CUST-13280,Female,0,No,No,6,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,No,Mailed check,109.77,647.32,1,Yes
CUST-13281,Male,0,Yes,Yes,25,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),102.66,2549.04,1,No
CUST-13282,Male,0,Yes,Yes,13,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.09,1400.08,2,Yes
CUST-13283,Female,0,Yes,No,60,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),86.44,5168.99,2,No
CUST-13284,Male,0,Yes,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),85.25,709.03,2,No
CUST-13285,Female,1,Yes,Yes,38,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),75.21,2823.51,0,No
CUST-13286,Female,1,No,No,25,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),98.63,2468.05,1,Yes
CUST-13287,Female,0,Yes,No,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),31.57,1389.91,0,No
CUST-13288,Female,1,No,Yes,21,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,62.21,1284.48,0,Yes
CUST-13289,Female,0,No,No,11,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),75.94,806.41,0,No
CUST-13290,Male,0,Yes,Yes,66,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,86.8,5729.53,3,Yes
CUST-13291,Female,0,Yes,No,66,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),99.24,6561.46,1,No
CUST-13292,Male,0,No,No,39,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),87.72,3410.65,0,Yes
CUST-13293,Male,0,No,No,34,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,93.54,3165.43,1,No
CUST-13294,Female,0,No,No,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),31.74,897.92,2,No
CUST-13295,Female,0,No,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),33.42,1245.47,2,No
CUST-13296,Female,1,No,No,72,Yes,Yes,DSL,No,Yes,No,Yes,No,No,One year,Yes,Mailed check,67.72,4873.66,3,No
CUST-13297,Female,0,No,No,7,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,88.26,591.12,1,Yes
CUST-13298,Female,0,No,No,24,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,90.87,2180.96,0,Yes
CUST-13299,Male,0,No,No,15,Yes,No,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,68.73,1072.32,2,Yes
CUST-13300,Female,0,No,No,25,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),95.55,2370.91,1,Yes
CUST-13301,Female,0,Yes,No,7,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),75.09,515.39,1,Yes
CUST-13302,Male,0,No,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),31.34,299.47,1,No
CUST-13303,Male,0,Yes,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),28.71,229.69,2,No
CUST-13304,Female,0,No,No,35,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,86.06,3015.21,4,No
CUST-13305,Male,0,Yes,Yes,23,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),84.92,1956.3,0,No
CUST-13306,Female,0,Yes,No,5,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),87.99,422.55,0,No
CUST-13307,Male,0,Yes,No,5,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Credit card (automatic),63.46,349.21,0,Yes
CUST-13308,Male,0,Yes,No,3,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,99.26,316.23,0,No
CUST-13309,Female,0,Yes,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,31.54,621.08,0,No
CUST-13310,Male,0,No,No,21,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),90.14,1905.44,1,Yes
CUST-13311,Male,0,Yes,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),31.03,692.45,1,No
CUST-13312,Male,0,Yes,Yes,13,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),94.32,1238.9,6,Yes
CUST-13313,Male,0,Yes,No,17,No,No phone service,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Mailed check,76.57,1317.07,1,No
CUST-13314,Male,0,No,Yes,20,Yes,Yes,DSL,No,Yes,No,No,Yes,No,One year,Yes,Mailed check,84.74,1706.26,1,No
CUST-13315,Male,0,Yes,No,23,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,77.73,1798.17,0,No
CUST-13316,Female,0,Yes,No,29,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),79.88,2357.93,0,No
CUST-13317,Female,1,No,No,48,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,One year,No,Mailed check,90.24,4325.01,0,Yes
CUST-13318,Male,1,No,No,11,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,103.65,1137.16,1,Yes
CUST-13319,Female,0,Yes,Yes,40,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,97.28,3888.33,3,Yes
CUST-13320,Female,0,Yes,No,14,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,24.77,328.84,3,Yes
CUST-13321,Female,0,Yes,Yes,35,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),74.38,2606.24,2,No
CUST-13322,Male,1,No,No,24,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),84.0,2015.75,1,No
